Zone_ID,Temperature_C,Soil_Humidity_pct,Soil_Moisture_pct,Air_Humidity_pct,Pressure_kPa,pH,Rainfall_mm,Soil_Type,Soil_EC_dS_m,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Applied_Fertilizer,Urea_kg_ha,TSP_kg_ha,MOP_kg_ha,Sensor_Glitch_Flag,Growing_Condition
Zone_18,26.64,70.0,90.0,86.48,101.25,6.67,261.65,Clay Soil,1.047,36.19,46.26,71.04,DAP,29.16,45.83,0.32,No,Warning
Zone_19,26.31,67.03,58.35,61.09,101.25,6.9,104.97,Loam Soil,1.182,62.68,49.5,36.53,17-17-17,64.75,23.84,37.44,No,Optimal
Zone_20,32.06,64.21,57.43,51.39,101.27,6.54,97.58,Clay Soil,0.522,57.73,31.43,60.47,Urea,78.9,3.5,8.42,No,Optimal
Zone_01,30.93,70.0,81.39,71.5,101.1,6.21,237.04,Loam Soil,0.627,50.23,29.82,43.2,None,0.0,0.0,0.0,No,Optimal
Zone_02,26.25,65.93,70.62,86.36,101.23,6.39,219.83,Loam Soil,0.839,58.97,44.32,44.51,10-26-26,46.98,26.79,32.29,No,Optimal
Zone_03,28.61,54.13,54.51,65.87,101.55,5.83,124.5,Red Soil,0.965,39.76,34.98,61.19,Urea,76.0,11.65,2.02,No,Optimal
Zone_04,19.36,58.16,48.36,65.82,101.23,6.53,85.14,Clay Soil,0.534,34.94,57.62,62.6,MOP,0.24,1.71,46.08,No,Optimal
Zone_05,24.21,59.39,44.18,45.26,100.88,6.18,37.9,Clay Soil,1.027,59.5,36.11,48.97,DAP,21.69,44.65,0.42,No,Optimal
Zone_06,24.81,57.52,40.42,66.38,101.19,6.39,89.84,Loam Soil,0.496,65.24,34.14,42.44,MOP,5.25,2.94,35.69,No,Optimal
Zone_07,23.94,63.87,55.81,82.46,101.37,6.08,205.95,Red Soil,0.963,22.09,19.02,43.92,10-26-26,22.69,33.81,48.22,No,Optimal
Zone_08,33.98,49.5,35.52,50.0,100.85,5.94,42.86,Loam Soil,1.174,57.11,47.96,52.09,17-17-17,64.91,28.0,39.98,No,Optimal
Zone_09,24.83,61.46,56.2,51.33,101.08,7.06,23.85,Clayey Soil,1.418,57.04,39.15,69.64,14-35-14,48.45,41.67,24.1,No,Optimal
Zone_10,31.77,38.23,21.11,45.61,101.03,6.41,29.03,Red Soil,0.612,36.01,32.18,23.69,None,0.0,0.0,0.0,No,Optimal
Zone_11,24.23,43.56,12.18,53.55,101.25,6.37,35.37,Red Soil,1.019,56.17,23.23,36.72,17-17-17,56.8,31.56,40.81,No,Optimal
Zone_12,30.77,27.54,8.0,51.88,100.91,6.29,64.08,Sandy Soil,0.492,49.69,23.39,30.63,Urea,69.89,4.04,3.67,No,Warning
Zone_13,21.83,66.59,67.77,57.11,101.41,6.96,118.18,Clayey Soil,1.239,71.56,46.44,51.86,10-26-26,44.8,23.56,46.41,No,Optimal
Zone_14,37.45,52.21,37.77,55.13,101.22,6.99,92.59,Loam Soil,1.266,69.43,39.42,40.98,17-17-17,53.31,30.05,36.1,No,Optimal
Zone_15,24.33,46.3,38.56,57.68,100.97,7.32,39.2,Black Soil,0.917,78.92,41.5,70.67,28-28,53.76,26.61,27.33,No,Optimal
Zone_16,31.6,68.85,64.42,63.03,100.93,6.65,163.1,Clayey Soil,1.335,52.84,45.86,52.66,Urea,75.79,1.87,8.3,No,Optimal
Zone_17,27.9,41.57,23.25,54.68,101.13,7.48,45.33,Chalky Soil,0.819,10,5,40.35,None,0.0,0.0,0.0,No,Warning
Zone_18,24.19,44.33,41.43,67.12,100.77,6.02,124.46,Sandy Soil,0.745,38.48,23.28,10,14-35-14,51.84,42.08,23.47,No,Warning
Zone_19,27.26,69.78,64.56,78.44,100.95,7.18,147.94,Alluvial Soil,0.84,55.22,46.23,68.96,17-17-17,66.92,32.87,26.18,No,Optimal
Zone_20,22.37,70.0,67.05,73.87,100.93,6.67,132.14,Clay Soil,0.731,30.77,34.13,61.15,MOP,0.48,9.2,51.97,No,Optimal
Zone_01,28.36,62.56,55.23,66.68,101.05,6.76,90.49,Black Soil,0.725,53.49,43.01,68.46,10-26-26,21.08,35.38,45.46,No,Optimal
Zone_02,32.42,46.15,42.39,68.65,101.26,6.89,155.06,Sandy Soil,0.395,42.24,21.33,48.08,DAP,25.82,31.78,3.02,No,Optimal
Zone_03,25.82,61.14,40.65,59.46,101.04,7.17,58.1,Clay Soil,0.983,46.83,35.48,56.74,None,0.0,0.0,0.0,No,Optimal
Zone_04,23.56,54.16,55.83,77.32,101.19,5.88,167.03,Red Soil,1.102,25.76,33.32,52.41,14-35-14,28.32,28.29,22.64,No,Optimal
Zone_05,30.32,66.93,68.0,75.45,101.34,6.91,122.23,Alluvial Soil,1.054,90.62,53.48,52.8,17-17-17,59.57,20.15,43.41,No,Optimal
Zone_06,31.12,65.47,51.08,65.62,101.22,7.23,123.45,Black Soil,0.837,75.04,37.34,61.43,10-26-26,38.22,34.56,38.58,No,Optimal
Zone_07,20.42,51.28,33.68,57.55,101.63,6.83,46.91,Clay Soil,1.049,46.55,54.71,57.76,20-20,38.38,33.07,30.32,No,Optimal
Zone_08,34.71,41.76,24.88,53.35,100.91,6.71,129.26,Sandy Soil,0.712,12.19,32.01,23.41,14-35-14,29.66,44.83,30.52,No,Warning
Zone_09,23.14,32.63,12.83,44.59,101.51,6.19,29.51,Sandy Soil,0.765,19.98,27.85,15.57,20-20,40.88,29.64,38.08,No,Warning
Zone_10,30.82,64.82,57.87,65.71,101.26,7.08,121.25,Clay Soil,1.281,58.48,34.16,53.96,Urea,73.51,9.99,8.31,No,Optimal
Zone_11,33.02,41.61,25.56,56.15,101.28,6.14,82.23,Sandy Soil,0.727,30.9,41.91,24.48,Urea,99.58,3.57,4.71,No,Optimal
Zone_12,29.83,34.3,17.97,62.63,101.19,5.46,35.97,Sandy Soil,0.649,40.34,30.52,10,DAP,38.79,25.44,3.47,No,Warning
Zone_13,26.55,65.71,55.26,78.55,101.23,6.61,172.62,Loam Soil,0.956,80.4,51.41,44.09,Urea,83.07,10.75,8.17,No,Optimal
Zone_14,29.6,50.99,28.91,48.78,101.16,7.28,43.71,Black Soil,1.52,85.53,40.7,57.11,28-28,56.64,33.83,20.78,No,Optimal
Zone_15,32.05,39.86,22.92,55.71,101.13,5.34,80.85,Sandy Soil,0.747,49.79,18.34,44.79,DAP,23.29,46.64,10.75,No,Warning
Zone_16,26.64,48.73,26.23,60.19,101.41,6.78,69.14,Loam Soil,0.788,72.9,69.58,54.62,28-28,63.64,33.54,26.48,No,Optimal
Zone_17,30.22,65.93,54.23,74.3,101.1,6.36,192.96,Red Soil,0.648,38.42,22.28,29.11,10-26-26,45.69,30.95,47.63,No,Optimal
Zone_18,25.07,56.56,40.8,52.43,101.37,6.59,27.44,Loam Soil,0.714,29.74,37.19,58.06,Urea,90.6,6.84,2.73,No,Optimal
Zone_19,24.63,52.37,51.31,84.55,101.08,6.1,179.82,Sandy Soil,0.562,12.93,25.75,30.38,28-28,47.74,26.07,22.69,No,Warning
Zone_20,29.87,47.71,27.9,48.7,101.08,6.93,36.75,Loam Soil,0.796,42.3,49.08,30.5,Urea,97.47,6.29,8.46,No,Optimal
Zone_01,25.51,59.36,54.28,71.69,101.17,7.18,127.9,Black Soil,0.718,78.24,44.02,77.0,28-28,52.44,32.21,28.05,No,Optimal
Zone_02,25.26,57.52,35.94,55.81,101.03,6.79,65.89,Loam Soil,0.61,61.64,44.27,48.66,None,0.0,0.0,0.0,No,Optimal
Zone_03,24.28,63.32,67.7,89.81,101.31,5.36,268.51,Sandy Soil,0.436,43.93,34.76,23.27,14-35-14,53.29,34.54,25.53,No,Warning
Zone_04,30.41,67.38,56.24,61.78,100.97,6.53,118.27,Loam Soil,0.998,57.67,36.76,81.42,None,0.0,0.0,0.0,No,Optimal
Zone_05,29.43,51.72,30.96,41.54,101.19,6.79,50.46,Loam Soil,1.054,54.61,36.98,44.2,Urea,95.08,11.15,8.2,No,Optimal
Zone_06,25.38,59.34,48.53,50.53,100.89,6.63,81.13,Loam Soil,1.097,69.42,31.86,63.39,DAP,29.15,27.37,11.21,No,Optimal
Zone_07,29.06,46.72,27.52,55.48,101.53,6.21,39.95,Loam Soil,0.773,46.91,40.92,41.25,Urea,84.92,1.11,5.78,No,Optimal
Zone_08,28.14,40.63,25.6,57.54,101.05,6.82,60.26,Loam Soil,1.11,50.8,31.98,28.28,Urea,87.64,9.98,7.46,No,Optimal
Zone_09,23.93,44.73,30.12,59.61,100.56,6.19,23.08,Red Soil,0.868,52.96,35.99,44.94,Urea,55.92,6.73,8.48,No,Optimal
Zone_10,29.66,64.82,37.53,67.74,101.34,6.13,128.59,Sandy Soil,0.379,31.03,29.62,33.85,MOP,2.86,3.63,39.94,Frozen,Optimal
Zone_11,23.3,51.83,36.2,51.52,101.23,7.32,28.47,Black Soil,1.594,61.18,36.13,59.61,MOP,8.47,4.78,32.16,No,Optimal
Zone_12,14.61,67.53,74.83,77.85,101.05,6.44,180.15,Alluvial Soil,1.417,47.13,58.52,66.91,10-26-26,46.45,23.33,43.53,No,Warning
Zone_13,28.34,29.21,17.83,51.73,100.87,6.03,39.82,Sandy Soil,0.523,16.19,33.08,29.35,17-17-17,61.51,19.9,40.92,No,Warning
Zone_14,27.58,50.88,39.02,54.37,101.3,6.23,40.61,Loam Soil,0.796,62.91,29.15,66.97,17-17-17,63.36,24.68,41.01,No,Optimal
Zone_15,28.04,70.0,60.2,70.43,100.9,7.13,100.67,Clayey Soil,1.242,79.66,37.8,50.88,Urea,97.21,7.66,3.77,No,Optimal
Zone_16,34.16,50.81,30.59,39.4,101.74,6.48,29.26,Black Soil,1.069,77.13,41.47,71.75,17-17-17,56.3,26.42,41.7,No,Optimal
Zone_17,31.18,33.24,25.41,46.08,101.48,7.6,51.7,Chalky Soil,0.97,30.54,30.72,25.18,14-35-14,39.86,44.17,26.78,No,Warning
Zone_18,20.61,69.52,62.1,61.57,101.01,6.63,96.38,Clay Soil,1.947,59.99,26.73,47.77,14-35-14,44.5,34.3,30.27,No,Optimal
Zone_19,27.55,65.52,50.48,68.13,101.31,6.73,93.76,Alluvial Soil,0.854,62.77,48.2,64.57,MOP,9.93,3.49,32.55,No,Optimal
Zone_20,30.8,49.36,37.43,44.08,101.21,6.77,35.22,Alluvial Soil,1.397,59.46,53.76,56.75,17-17-17,47.03,22.91,35.81,No,Optimal
Zone_01,30.34,53.08,50.09,84.64,101.26,6.24,214.89,Sandy Soil,0.756,34.37,41.52,22.69,DAP,22.37,36.96,2.73,No,Optimal
Zone_02,32.0,41.71,19.19,40.79,101.18,6.23,24.77,Loam Soil,0.924,67.78,48.59,39.48,DAP,17.99,44.11,5.45,No,Optimal
Zone_03,15.43,42.93,24.67,36.56,100.73,6.49,24.06,Loam Soil,0.988,46.47,38.43,38.46,20-20,49.79,35.29,40.13,No,Optimal
Zone_04,22.29,70.0,73.92,84.64,101.3,6.35,244.14,Loam Soil,0.887,55.85,45.26,44.98,DAP,19.71,33.89,2.3,No,Optimal
Zone_05,34.85,51.15,31.67,47.83,101.1,6.75,29.18,Black Soil,1.066,51.8,43.74,45.06,14-35-14,42.89,41.64,20.55,No,Optimal
Zone_06,33.66,48.55,38.07,47.5,100.95,7.07,85.39,Loam Soil,0.797,59.01,41.02,61.55,None,0.0,0.0,0.0,No,Optimal
Zone_07,25.2,46.56,33.17,62.68,101.16,6.04,71.38,Red Soil,0.902,65.98,32.43,44.28,MOP,8.05,1.97,45.59,No,Optimal
Zone_08,29.7,68.75,68.9,91.72,101.38,5.39,224.02,Red Soil,0.458,39.51,15.92,54.08,None,0.0,0.0,0.0,No,Warning
Zone_09,23.18,46.95,35.13,71.06,101.24,6.48,123.05,Sandy Soil,0.589,32.28,20.32,42.67,10-26-26,45.62,28.83,41.61,No,Optimal
Zone_10,22.42,67.87,52.65,60.26,101.39,7.23,59.76,Clay Soil,0.425,51.66,41.63,47.92,10-26-26,29.64,37.8,49.24,No,Optimal
Zone_11,24.34,62.51,63.37,75.17,100.97,6.28,139.78,Loam Soil,0.667,63.19,33.42,23.21,14-35-14,31.28,34.1,37.91,No,Optimal
Zone_12,27.41,51.28,25.92,54.22,101.31,6.93,29.68,Loam Soil,1.318,62.61,39.47,22.83,10-26-26,44.53,34.12,39.16,No,Optimal
Zone_13,24.88,55.77,40.21,52.95,101.4,7.24,51.5,Clay Soil,1.298,42.9,30.09,44.24,20-20,49.06,23.3,36.03,No,Optimal
Zone_14,22.53,60.06,46.02,81.35,100.95,6.63,112.31,Loam Soil,1.058,67.79,52.5,48.98,20-20,70.39,35.71,34.63,No,Optimal
Zone_15,30.0,38.85,20.52,51.84,100.98,7.99,53.15,Chalky Soil,0.564,48.11,5.54,37.77,Urea,81.18,10.08,7.36,No,Warning
Zone_16,29.28,33.95,22.5,50.11,101.09,6.33,35.1,Red Soil,1.077,64.28,31.99,33.68,None,0.0,0.0,0.0,No,Optimal
Zone_17,26.37,57.95,41.54,66.39,101.02,7.43,94.18,Chalky Soil,0.77,46.35,27.81,39.28,17-17-17,65.76,30.77,34.69,No,Optimal
Zone_18,24.87,60.34,53.44,57.47,100.91,7.0,73.8,Clayey Soil,1.315,65.84,48.39,57.55,MOP,7.1,5.86,47.6,No,Optimal
Zone_19,22.83,70.0,90.0,81.17,101.03,6.78,228.48,Clay Soil,0.906,59.36,24.14,74.46,Urea,59.14,6.73,4.78,No,Warning
Zone_20,27.58,67.09,61.26,46.57,101.25,6.86,61.76,Clay Soil,1.66,64.95,40.28,53.92,None,0.0,0.0,0.0,No,Optimal
Zone_01,32.99,63.41,59.14,64.89,100.94,6.83,150.65,Black Soil,1.431,75.41,51.04,80.77,DAP,36.03,29.12,11.63,No,Optimal
Zone_02,21.46,54.85,45.87,54.65,101.07,7.49,62.73,Alluvial Soil,0.828,75.07,30.71,50.02,20-20,46.38,20.41,39.29,No,Optimal
Zone_03,36.65,58.55,49.2,50.12,100.72,7.04,102.93,Black Soil,1.548,68.92,28.77,64.82,20-20,62.04,26.03,38.45,No,Optimal
Zone_04,28.39,59.01,58.46,50.06,101.22,6.34,90.14,Alluvial Soil,1.194,65.84,44.17,59.56,17-17-17,66.73,20.68,43.3,No,Optimal
Zone_05,23.41,59.34,35.14,60.94,101.46,7.06,25.86,Clayey Soil,0.999,14.5,41.62,45.79,14-35-14,26.31,36.6,27.63,No,Warning
Zone_06,25.97,68.15,62.83,77.53,101.09,6.61,152.79,Clayey Soil,0.732,53.44,31.83,42.18,Urea,63.21,9.42,5.03,No,Optimal
Zone_07,27.14,65.28,64.61,73.26,101.0,6.45,192.4,Clay Soil,1.473,43.52,32.97,45.49,10-26-26,37.81,24.94,48.75,No,Optimal
Zone_08,21.63,47.13,47.51,68.67,101.04,6.2,94.55,Loam Soil,0.701,72.07,18.79,53.07,20-20,59.15,30.46,25.63,No,Optimal
Zone_09,28.79,44.72,21.27,54.09,101.17,5.72,23.14,Red Soil,0.769,40.11,36.18,39.75,10-26-26,44.52,37.98,45.82,No,Optimal
Zone_10,23.79,70.0,70.15,87.9,101.44,6.57,207.25,Loam Soil,0.445,49.53,48.39,39.55,Urea,58.84,4.15,5.46,No,Optimal
Zone_11,22.1,62.53,53.83,59.77,100.89,6.63,63.22,Clay Soil,1.256,76.83,48.77,53.6,14-35-14,26.48,32.07,27.73,No,Optimal
Zone_12,17.28,55.9,48.07,66.04,101.63,5.58,70.41,Red Soil,0.422,31.95,18.15,33.57,28-28,48.67,38.08,16.61,No,Warning
Zone_13,29.72,49.24,40.74,66.5,101.22,5.37,104.12,Red Soil,0.669,34.21,22.84,37.88,DAP,38.19,28.31,7.59,No,Warning
Zone_14,14.65,57.52,60.19,79.2,101.23,8.01,209.43,Chalky Soil,0.967,38.02,24.75,39.58,MOP,10.05,7.58,39.66,No,Warning
Zone_15,23.26,70.0,71.36,64.72,101.37,7.16,125.16,Alluvial Soil,1.045,77.23,64.92,51.58,Urea,82.08,9.52,1.05,No,Optimal
Zone_16,22.93,70.0,70.99,77.93,101.27,6.83,174.6,Black Soil,1.233,57.22,43.29,54.69,14-35-14,36.72,32.92,25.04,No,Optimal
Zone_17,26.54,68.35,63.84,66.06,100.99,6.81,120.27,Clay Soil,0.827,68.12,23.11,55.61,14-35-14,34.6,40.38,28.73,No,Optimal
Zone_18,31.79,44.8,38.14,49.64,101.35,6.32,60.81,Loam Soil,0.645,49.15,40.88,61.85,None,0.0,0.0,0.0,No,Optimal
Zone_19,30.82,70.0,61.01,74.44,101.03,6.99,106.06,Clay Soil,1.639,52.62,29.55,49.57,14-35-14,54.82,31.83,22.66,No,Optimal
Zone_20,29.97,52.62,31.45,44.54,101.41,6.51,27.2,Clay Soil,1.185,61.81,46.69,70.23,10-26-26,24.8,32.81,31.03,No,Optimal
Zone_01,21.38,62.59,44.04,52.03,101.2,7.36,56.36,Black Soil,1.013,57.63,25.14,72.87,17-17-17,63.58,22.05,41.13,No,Optimal
Zone_02,25.77,64.03,61.02,86.52,101.2,6.38,244.51,Sandy Soil,0.841,37.57,29.88,23.52,DAP,28.91,45.93,8.43,No,Optimal
Zone_03,32.62,58.4,42.8,55.45,100.83,6.36,69.21,Loam Soil,0.809,55.4,54.02,56.51,DAP,18.94,46.47,8.67,No,Optimal
Zone_04,35.22,69.25,62.58,56.42,101.32,6.44,128.9,Clay Soil,0.945,37.74,44.89,66.98,None,0.0,0.0,0.0,No,Optimal
Zone_05,32.01,48.98,33.65,48.92,101.42,6.54,31.2,Clay Soil,0.449,64.38,36.74,64.69,28-28,48.54,36.76,21.56,No,Optimal
Zone_06,32.81,70.0,88.27,83.28,101.13,6.56,252.65,Clay Soil,0.706,55.32,30.71,65.42,DAP,20.3,49.15,7.59,No,Warning
Zone_07,26.47,60.6,48.02,60.79,100.69,6.41,104.96,Clayey Soil,1.134,54.3,46.88,44.63,14-35-14,27.64,35.99,25.55,No,Optimal
Zone_08,22.91,38.0,30.13,55.05,101.06,5.89,96.45,Sandy Soil,0.47,51.16,32.27,54.4,Urea,63.72,8.67,5.15,No,Optimal
Zone_09,34.24,62.51,58.85,52.67,100.8,7.06,128.57,Loam Soil,0.974,61.51,39.95,49.99,None,0.0,0.0,0.0,No,Optimal
Zone_10,33.69,54.12,41.6,48.27,100.99,6.97,103.71,Black Soil,1.047,59.41,21.9,51.63,Urea,55.28,6.63,2.35,No,Optimal
Zone_11,25.53,53.27,27.94,57.63,101.01,6.56,61.5,Alluvial Soil,1.118,56.32,50.16,53.26,None,0.0,0.0,0.0,No,Optimal
Zone_12,28.87,70.0,89.11,92.66,101.13,6.97,235.48,Black Soil,1.398,57.38,57.4,50.01,17-17-17,57.59,23.9,36.31,No,Warning
Zone_13,31.05,55.31,37.56,58.5,101.33,6.51,27.39,Clay Soil,1.584,66.03,35.77,40.27,10-26-26,44.65,33.56,36.63,No,Optimal
Zone_14,33.4,52.41,46.93,55.44,101.5,6.14,110.74,Loam Soil,0.846,63.43,43.75,38.44,Urea,72.93,4.06,2.25,No,Optimal
Zone_15,28.79,40.75,41.65,64.48,101.26,5.56,125.02,Sandy Soil,0.72,39.07,18.57,32.46,MOP,6.77,9.83,45.93,No,Optimal
Zone_16,28.12,59.76,49.93,56.02,101.4,6.9,74.18,Clay Soil,1.271,56.44,40.16,54.78,Urea,77.48,5.83,9.47,No,Optimal
Zone_17,37.96,42.82,37.9,63.76,100.92,5.76,182.1,Sandy Soil,0.785,39.22,38.43,29.61,14-35-14,31.28,32.08,30.65,No,Optimal
Zone_18,27.89,70.0,61.38,51.53,100.87,7.12,79.8,Clay Soil,1.621,67.01,51.88,67.3,Urea,71.94,4.91,0.54,No,Optimal
Zone_19,33.15,45.08,31.42,60.69,100.5,6.25,96.89,Red Soil,0.734,42.78,46.23,34.84,Urea,64.64,2.04,7.08,No,Optimal
Zone_20,30.57,70.0,72.97,96.0,101.21,7.57,298.79,Chalky Soil,0.846,43.76,13.48,63.83,None,0.0,0.0,0.0,No,Warning
Zone_01,23.48,52.63,41.1,61.23,101.34,6.78,67.06,Loam Soil,0.93,46.09,32.13,33.7,14-35-14,51.98,42.62,33.44,No,Optimal
Zone_02,29.1,52.74,39.89,47.17,100.95,,120.11,Red Soil,0.811,36.84,22.15,44.76,14-35-14,31.8,28.35,22.21,Missing,Optimal
Zone_03,27.3,60.74,52.64,68.15,100.97,6.95,127.68,Alluvial Soil,1.098,61.81,53.52,69.8,DAP,24.79,36.29,10.62,No,Optimal
Zone_04,31.08,65.33,47.32,51.33,100.99,6.9,21.41,Clay Soil,1.109,36.38,36.79,88.64,DAP,19.1,36.04,8.76,No,Optimal
Zone_05,27.71,52.28,37.66,60.91,101.16,5.59,72.97,Red Soil,0.949,35.81,5,56.59,14-35-14,40.78,32.77,37.59,No,Warning
Zone_06,26.86,54.49,38.72,49.79,101.59,7.2,61.59,Clayey Soil,0.904,42.93,43.37,66.37,DAP,28.54,45.0,1.75,No,Optimal
Zone_07,26.48,61.81,53.74,73.07,101.31,6.15,202.16,Red Soil,0.578,27.63,23.5,38.55,DAP,37.39,37.31,10.07,No,Optimal
Zone_08,34.49,70.0,55.59,60.63,101.07,6.93,143.21,Clayey Soil,1.025,50.24,26.65,52.92,MOP,9.35,9.01,53.7,No,Optimal
Zone_09,25.85,69.9,70.56,77.86,100.86,6.43,192.59,Loam Soil,1.014,59.8,36.3,52.98,Urea,82.67,8.67,7.02,No,Optimal
Zone_10,22.68,70.0,77.3,82.88,101.18,6.87,209.55,Loam Soil,0.519,50.41,45.27,48.01,Urea,58.06,3.69,4.99,No,Optimal
Zone_11,31.67,47.67,23.53,48.94,101.02,7.02,20.46,Black Soil,1.599,63.21,35.79,66.9,Urea,59.58,9.14,8.21,No,Optimal
Zone_12,14.43,64.72,51.52,77.45,101.17,6.67,133.63,Red Soil,0.734,56.86,38.18,24.93,14-35-14,32.17,44.23,35.44,No,Warning
Zone_13,26.12,55.47,43.82,51.53,100.74,6.24,41.2,Loam Soil,1.028,47.64,49.22,62.02,MOP,7.87,6.07,54.01,No,Optimal
Zone_14,26.14,57.39,45.18,58.81,101.43,5.55,116.89,Red Soil,0.79,54.15,45.03,38.54,MOP,6.36,8.19,47.8,No,Optimal
Zone_15,23.44,34.03,25.59,53.23,101.31,7.88,26.36,Chalky Soil,0.668,51.58,14.7,41.78,17-17-17,36.63,29.57,38.86,No,Optimal
Zone_16,16.1,57.09,46.04,74.26,100.5,7.16,105.76,Chalky Soil,0.651,53.22,18.77,37.3,17-17-17,42.33,17.1,26.61,No,Optimal
Zone_17,25.04,70.0,70.2,80.71,101.1,6.68,180.17,Loam Soil,0.846,56.9,48.16,38.3,10-26-26,23.07,27.15,36.57,No,Optimal
Zone_18,28.08,48.17,33.44,57.26,101.31,6.95,84.2,Red Soil,0.775,22.21,19.22,44.61,DAP,29.35,35.1,1.34,No,Optimal
Zone_19,25.48,36.43,16.35,58.68,100.8,5.93,36.79,Sandy Soil,0.522,51.13,44.8,48.3,MOP,0.83,3.09,48.14,No,Optimal
Zone_20,31.8,63.22,57.83,66.45,101.21,6.71,114.5,Clay Soil,0.791,37.37,37.96,60.55,Urea,99.79,8.53,2.34,No,Optimal
Zone_01,31.68,46.38,27.41,55.13,101.31,6.21,42.48,Loam Soil,0.877,55.52,42.76,36.64,Urea,97.43,5.66,8.74,No,Optimal
Zone_02,25.12,67.3,61.78,71.43,100.96,6.65,181.84,Clay Soil,1.327,35.61,42.01,65.69,17-17-17,59.23,28.93,36.28,No,Optimal
Zone_03,26.98,50.08,26.94,64.0,101.1,6.37,131.37,Sandy Soil,0.508,32.4,28.96,25.92,DAP,22.8,36.86,1.41,No,Optimal
Zone_04,30.65,56.15,42.63,56.54,101.08,6.95,113.32,Alluvial Soil,1.069,65.67,39.35,41.01,17-17-17,54.52,17.42,40.83,No,Optimal
Zone_05,24.79,70.0,85.89,84.12,101.12,6.43,268.79,Black Soil,2.088,31.08,37.49,51.52,14-35-14,49.74,43.06,30.65,No,Warning
Zone_06,30.65,46.89,29.24,45.78,101.01,5.87,42.88,Red Soil,0.576,47.37,19.71,25.12,DAP,30.59,44.03,3.73,No,Optimal
Zone_07,28.08,44.07,25.43,61.21,101.17,5.85,117.57,Sandy Soil,0.591,37.15,29.91,18.44,None,0.0,0.0,0.0,No,Optimal
Zone_08,24.03,65.55,75.71,94.44,101.17,5.88,264.58,Sandy Soil,0.83,40.65,29.43,21.67,17-17-17,38.63,19.78,42.28,No,Warning
Zone_09,31.65,36.46,13.24,58.31,101.13,6.35,32.34,Sandy Soil,0.595,51.33,38.39,18.96,17-17-17,38.0,31.55,25.16,No,Optimal
Zone_10,38.05,33.3,19.04,45.86,100.96,5.54,68.35,Red Soil,0.574,52.07,34.01,46.59,10-26-26,32.76,30.41,33.43,No,Warning
Zone_11,23.02,54.12,47.25,68.97,101.21,5.18,119.23,Red Soil,0.838,41.27,30.57,27.44,17-17-17,58.06,17.8,33.21,No,Optimal
Zone_12,33.28,64.72,47.98,67.33,100.9,7.05,107.39,Black Soil,1.524,66.01,52.99,68.53,Urea,60.35,5.3,4.78,Frozen,Optimal
Zone_13,25.24,63.54,55.34,65.79,101.11,6.77,98.67,Alluvial Soil,1.096,59.51,43.57,46.36,17-17-17,60.92,25.44,33.25,No,Optimal
Zone_14,29.05,70.0,67.46,70.18,100.84,6.63,131.32,Clay Soil,1.447,51.26,43.41,48.97,14-35-14,54.11,34.05,23.11,No,Optimal
Zone_15,26.1,54.08,42.69,76.31,100.97,6.84,177.25,Sandy Soil,0.425,43.73,41.15,31.15,17-17-17,37.93,18.71,29.33,No,Optimal
Zone_16,35.78,68.91,55.35,57.16,101.24,6.68,88.47,Alluvial Soil,0.873,65.65,36.42,69.32,10-26-26,27.9,33.18,36.85,No,Optimal
Zone_17,26.62,63.19,57.19,56.88,101.19,6.68,57.19,Clay Soil,1.182,40.02,39.43,69.06,Urea,72.4,10.31,5.34,No,Optimal
Zone_18,27.05,52.98,49.87,58.09,100.8,6.75,107.0,Loam Soil,0.641,67.41,35.58,52.85,DAP,33.82,48.51,8.36,No,Optimal
Zone_19,19.57,37.82,17.89,58.01,100.81,6.71,64.89,Sandy Soil,0.838,34.9,17.84,44.73,14-35-14,34.84,34.02,22.1,No,Warning
Zone_20,28.07,47.36,60.54,75.88,101.27,5.19,183.96,Red Soil,0.728,63.79,38.31,26.58,20-20,69.02,20.77,29.77,No,Optimal
Zone_01,27.05,29.2,13.79,40.16,101.14,6.16,21.55,Sandy Soil,0.915,31.48,9.07,22.07,10-26-26,47.11,28.1,47.78,No,Critical
Zone_02,27.8,42.99,26.68,54.28,101.21,5.32,46.94,Red Soil,0.895,41.61,27.03,33.6,28-28,71.49,31.37,19.9,No,Optimal
Zone_03,25.94,45.44,44.64,48.36,101.52,5.8,72.22,Red Soil,0.626,41.2,41.86,30.75,None,0.0,0.0,0.0,No,Optimal
Zone_04,25.69,70.0,84.77,81.92,101.25,6.83,205.29,Loam Soil,1.15,49.89,55.26,47.62,10-26-26,45.43,31.9,48.93,No,Optimal
Zone_05,30.01,70.0,84.32,77.43,101.52,6.52,213.51,Clay Soil,1.131,47.99,45.88,76.28,Urea,69.9,6.69,9.64,No,Optimal
Zone_06,32.19,41.63,27.34,54.71,101.31,5.61,80.11,Red Soil,0.59,46.5,44.09,52.08,DAP,18.05,43.92,6.63,No,Optimal
Zone_07,25.22,69.08,64.63,76.27,101.37,7.38,154.65,Black Soil,1.141,41.37,39.35,57.64,14-35-14,33.63,29.66,34.94,No,Optimal
Zone_08,20.61,49.31,40.42,66.22,101.25,7.62,120.79,Chalky Soil,0.803,32.31,20.47,45.92,MOP,9.72,7.13,39.91,No,Warning
